f,sscd21,sscd11,sscc21,sscc11,ssdd21,ssdd11,s11,s21,s12,s22
2418837675.3507013,(0.0021368478581781924+0.0012000214773214904j),(-0.001540705811004477-0.001022496923237263j),(-0.9601811650232779+0.03238703239922438j),(-0.0059399859130048055-0.004783841721085765j),(-0.9449872683455689+0.04520025728665527j),(-0.030240747294118485-0.024160261157036997j),(-0.016549660792557215-0.013449554515824122j),(-0.0075969483388543925-0.006406612443715485j),(-0.007596948338854083-0.006406612443715414j),(-0.0196310724145656-0.015494548362298676j)
2426853707.4148297,(0.002286974128264063+0.0014036161264261507j),(-0.0017212479656477549-0.0019203089303164028j),(-0.9570213396594134+0.08288110568155174j),(-0.006739540711792152-0.012072802812792615j),(-0.9391120821605478+0.10304010514795389j),(-0.035009632627464475-0.05476191553861256j),(-0.01915333870398073-0.031497050245386134j),(-0.008954628749432706-0.010079499733201018j),(-0.008954628749432956-0.010079499733201125j),(-0.022595834635276004-0.03533766810601905j)
2434869739.478958,(0.002500983272689772+0.0015774308231702866j),(-0.002014081286034931-0.002783673492629722j),(-0.9511538475486127+0.13311582680856932j),(-0.00830146429869034-0.019235017352986758j),(-0.9287692927097612+0.15995068866958823j),(-0.043458191799245344-0.08443526681817674j),(-0.02386574676293296-0.04905146859295214j),(-0.011192277419425786-0.013417430930509856j),(-0.011192277419425887-0.013417430930509022j),(-0.027893909335002746-0.05461881557821134j)
2442885771.543086,(0.002771857441194847+0.001708808006707238j),(-0.002411834148814662-0.003596850208229488j),(-0.9426007376478853+0.18293781714582752j),(-0.010607445574560294-0.02619020730879052j),(-0.9141497261880407+0.21544505559433041j),(-0.05539048818704165-0.1126906174781744j),(-0.030587132731986204-0.06584356218525307j),(-0.014225505729922453-0.016253619224251538j),(-0.014225505729922623-0.016253619224251264j),(-0.035410801029615746-0.07303726260171185j)
2450901803.6072145,(0.003090231357580908+0.0017868911058531445j),(-0.0029046416829609685-0.004345904005135466j),(-0.9313939816362989+0.23219599550610653j),(-0.013630592326024708-0.03286067747543282j),(-0.8955155185820007+0.26908294985504866j),(-0.0705369419576128-0.13908531723661344j),(-0.03917912545885776-0.08162709335088765j),(-0.017939231527149206-0.01844347717447099j),(-0.01793923152714888-0.018443477174471225j),(-0.04498840882477973-0.09031890136115862j)
2458917835.671343,(0.0034448908936646205+0.0018030520944596062j),(-0.003480641137361882-0.005019132625047433j),(-0.917575156542442+0.28074239519745803j),(-0.0173358070063438-0.03917225835097845j),(-0.87318734332301+0.3204828697833343j),(-0.08856707764303706-0.16323594970795463j),(-0.049470801187328606-0.09618497140441898j),(-0.022193906609715826-0.019870237292937916j),(-0.022193906609715708-0.01987023729293859j),(-0.05643208346205213-0.10622323665451418j)
2466933867.735471,(0.003823342471397151+0.0017511713660365857j),(-0.004126536989564087-0.005607346916173449j),(-0.901195038654317+0.3284329265196158j),(-0.02168027057269237-0.04505518946987296j),(-0.8475296509815415+0.36933034743739507j),(-0.10910425186617735-0.1848267473628501j),(-0.06126572422987066-0.1093336215001881j),(-0.026832693836387707-0.020448710458889435j),(-0.026832693836387915-0.020448710458889734j),(-0.06951879820899892-0.12054831533253497j)
2474949899.799599,(0.0042124075056201304+0.0016277635507379318j),(-0.004828190024830148-0.006103997698066882j),(-0.8823131193936664+0.37512807322453323j),(-0.026614023652748918-0.05044493026784733j),(-0.8189350957873911+0.4153822469108094j),(-0.1317411867573351-0.20361403472651535j),(-0.07434941518021197-0.12092548479911445j),(-0.031689011803137726-0.020127086843138298j),(-0.031689011803137226-0.020127086843137888j),(-0.08400579522987202-0.13313348019524823j)
2482965931.8637276,(0.004598799164854839+0.0014319572177767526j),(-0.005571187684889248-0.006505157288713606j),(-0.8609970553180373+0.4206935137371691j),(-0.03208063280896194-0.05528288776451219j),(-0.7878092557310107+0.45846724885942636j),(-0.15605520274227203-0.21942686925381039j),(-0.08849673009072773-0.13084972122044772j),(-0.0365938997935133-0.018886867561128767j),(-0.036593899793513227-0.018886867561128496j),(-0.09963910546050615-0.1438600357978749j)
2490981963.9278555,(0.00496964603792488+0.0011653478397759265j),(-0.006341360303147886-0.006809375226463507j),(-0.837322065380484+0.4650006603292577j),(-0.03801792866580889-0.05951705266653029j),(-0.7545565744404199+0.498482986907806j),(-0.18162222307771014-0.23216434789275883j),(-0.10347871556861159-0.13903132505318094j),(-0.04138274547003206-0.01674116328927399j),(-0.04138274547003214-0.01674116328927417j),(-0.11616143617490739-0.1526500755061082j)
2498997995.991984,(0.005312937175430632+0.000831750912067164j),(-0.007125217733091736-0.007017435246351213j),(-0.8113702890643077+0.5079271118374058j),(-0.04435880212542775-0.06310253780082661j),(-0.7195682060721327+0.535390501671257j),(-0.20802886963457806-0.2417902475996071j),(-0.11906861814691122-0.14542895745386566j),(-0.045901041496087674-0.01373169491692583j),(-0.045901041496087286-0.013731694916925635j),(-0.1333190536130947-0.15946382794656797j)
2507014028.0561123,(0.005617873674971574+0.00043688549993187165j),(-0.00791029158786407-0.007132043962299592j),(-0.7832301190734888+0.5493570178325229j),(-0.05103204476256681-0.06600201500049549j),(-0.6832121737014067+0.5692067731241084j),(-0.23488224039144046-0.24832576326688163j),(-0.1350468509891396-0.1500318451713891j),(-0.05000897268604105-0.009924877645792883j),(-0.05000897268604082-0.009924877645792814j),(-0.15086743416486764-0.164295933095988j)
2515030060.12024,(0.005875122003488054-1.1981817483019963e-05j),(-0.008685378347475486-0.007157481415545022j),(-0.7529955219589088+0.5891813543226994j),(-0.05796321969744253-0.06818604863012974j),(-0.6458259955976191+0.599996092530289j),(-0.2618172154593399-0.25184110724134023j),(-0.15120483923091577-0.15285609652019003j),(-0.05358476318064492-0.005407369103794884j),(-0.053584763180644875-0.005407369103794732j),(-0.16857559592586685-0.1671710593512798j)
2523046092.184369,(0.0060769725585755885-0.0005064057471900196j),(-0.00944068691620046-0.007099240554800226j),(-0.720765359453873+0.6272981130693644j),(-0.06507554973424842-0.06963332581786515j),(-0.6077117194310255+0.6278609629050216j),(-0.28850135311926184-0.2524466626163239j),(-0.1673477645105546-0.1539407536622942j),(-0.056526820011423444-0.00028142491782838237j),(-0.05652682001142409-0.00028142491782877366j),(-0.18622913834295576-0.16813923477189496j)
2531062124.248497,(0.006217413031929686-0.0010371218351117872j),(-0.010167900295499056-0.006963677860700027j),(-0.6866427224306245+0.6636124083938371j),(-0.07229081027000944-0.07033078513848416j),(-0.5691331461154164+0.6529330983216906j),(-0.3146375960894791-0.2502842641054592j),(-0.18329630288424525-0.15334384676127175j),(-0.058754788157604286+0.005339655036073209j),(-0.05875478815760399+0.0053396550360735595j),(-0.20363210347524344-0.1672712024826713j)
2539078156.312625,(0.006292129868741503-0.001594380412873575j),(-0.010860164794762303-0.006757691710533975j),(-0.6507342883163026+0.6980365069333079j),(-0.07953021537659817-0.07027364695363983j),(-0.5303149254041262+0.6753649526246066j),(-0.3399651083101231-0.24551904084632786j),(-0.19888749704859832-0.1511386521894498j),(-0.06020968145608808+0.011335777154350576j),(-0.060209681456088016+0.01133577715435051j),(-0.2206078266381229-0.16465403561051806j)
2547094188.376754,(0.006298452759520179-0.0021682441715522027j),(-0.011512021876509002-0.00648843950378912j),(-0.6131497115614595+0.7304897871598024j),(-0.08671528649616868-0.06946534985421902j),(-0.49144315886509593+0.695322067918541j),(-0.36425860961315054-0.2383321155996052j),(-0.21397492617815062-0.14741029322312305j),(-0.060853276348181745+0.017583859620630714j),(-0.060853276348181884+0.017583859620630762j),(-0.23699896993116862-0.16038717223070117j)
2555110220.4408817,(0.006235257083027912-0.002748843590486716j),(-0.01211929775301164-0.006163099589405342j),(-0.5740010553730479+0.7608986365943469j),(-0.09376869432820932-0.06791739866184199j),(-0.45266714192382224+0.7129764069910507j),(-0.38732658029766354-0.22891432890282076j),(-0.22842833955992478-0.14225276419292618j),(-0.06066695672461287+0.023961114801648295j),(-0.06066695672461315+0.02396111480164835j),(-0.2526669350659483-0.15457896337173616j)
2563126252.50501,(0.006102838031024516-0.0033265885391081107j),(-0.012678964708686694-0.005788679960455324j),(-0.533402271443239+0.7891962955242688j),(-0.10061506568648056-0.06564913023031951j),(-0.4141019030020846+0.7285007297554293j),(-0.4090086821550909-0.21746105296668766j),(-0.24213290921209904-0.13576641163804834j),(-0.0596501842205774+0.03034778288441985j),(-0.05965018422057717+0.030347782884419833j),(-0.26749083862947237-0.14734377155895878j)
2571142284.5691385,(0.005902768251107332-0.0038923374484624573j),(-0.013188986281914297-0.005371872615400675j),(-0.4914687328618317+0.8153226566614618j),(-0.10718174832857578-0.0626874038469613j),(-0.3758312426704813+0.742063994839002j),(-0.42917269863671487-0.20416808140540707j),(-0.25498823720073094-0.12805587001078347j),(-0.05781874509567504+0.036629330911229864j),(-0.0578187450956752+0.03662933091122948j),(-0.28136620976455956-0.13879961524158527j)
2579158316.6332664,(0.005637748628317951-0.0044375275573173j),(-0.013648156287517768-0.004918950385629305j),(-0.4483168238293767+0.8392240305654067j),(-0.11339952797245652-0.059066223376570116j),(-0.33791102935999184+0.7538277127887162j),(-0.44771124446987887-0.18922852644960067j),(-0.2669072299336498-0.119228424527456j),(-0.05520289723469245+0.04269815888834539j),(-0.05520289723469246+0.042698158888345175j),(-0.29420354250868513-0.12906632529871545j)
2587174348.697395,(0.005311459575863292-0.004954271003087596j),(-0.014055939484800065-0.004435701767276281j),(-0.40406358822645105+0.8608528868030547j),(-0.119203292877775-0.054826298432674905j),(-0.300372563193249+0.7639431439430111j),(-0.46453844148927814-0.17283062198679977j),(-0.2778149276987267-0.10939275844246117j),(-0.05184551251660116+0.048454871430021876j),(-0.05184551251660084+0.04845487143002186j),(-0.30592680666832656-0.11826416197701328j)
2595190380.7615232,(0.004928418110511451-0.005435422117251454j),(-0.014412319686802774-0.003927398701799308j),(-0.3588264375741431+0.8801675807412106j),(-0.12453264245333646-0.05001455182185581j),(-0.26322587099759687+0.7725492176869144j),(-0.4795867076913105-0.15515631442428224j),(-0.28764735538552083-0.0986580344212697j),(-0.047800283288273265+0.05380918152714803j),(-0.04780028328827296+0.05380918152714806j),(-0.3164719947591262-0.10651283182486827j)
2603206412.825651,(0.004493844155060878-0.005874621371127653j),(-0.014717659372249045-0.003398792149729435j),(-0.3127229174715039+0.8971320755821761j),(-0.12933243732869643-0.0446835803142213j),(-0.22646284074782277+0.7797710462554202j),(-0.49280376337798276-0.13638051960188732j),(-0.29635044098109053-0.08713325780832487j),(-0.04313003836184052+0.0586805146633779j),(-0.043130038361840546+0.0586805146633782j),(-0.32578575972558876-0.09393084210778352j)
2611222444.8897796,(0.00401353798375223-0.0062663211560728405j),(-0.014972573447779983-0.0028541305358696124j),(-0.2658705302424502+0.911715668780969j),(-0.13355328917694342-0.038891075476705686j),(-0.19006014136842378+0.7857189115523844j),(-0.5041499229531364-0.11667092879400856j),(-0.30387903261725996-0.0749268715994875j),(-0.037905194437013325+0.06299837861429243j),(-0.03790519443701312+0.06299837861429243j),(-0.3338241795128197-0.08063513267122681j)
2619238476.953908,(0.003493769506267577-0.00660579810165951j),(-0.015177818715570807-0.0022971965792080475j),(-0.21838661028661394+0.9238927313452571j),(-0.13715198928335295-0.03269921089901441j),(-0.15398190393433542+0.7904876143487646j),(-0.5135957135642886-0.09618825687124258j),(-0.3101960327082499-0.06214653730592043j),(-0.0322023531761392+0.06670255849824618j),(-0.03220235317613941+0.06670255849824634j),(-0.3405516701393917-0.06674093046433671j)
2627254509.018036,(0.0029411791465437653-0.006889156034288857j),(-0.015334199804652435-0.0017313585527940697j),(-0.1703882475214096+0.9336424677411472j),(-0.1400918754142363-0.02617400167916087j),(-0.1181821634672697+0.7941560892107207j),(-0.5211198417450098-0.0750868383135558j),(-0.3152716587749705-0.048899061443564255j),(-0.026103042027069992+0.06974318926521335j),(-0.026103042027069947+0.06974318926521368j),(-0.3459400583842756-0.05236177854915224j)
2635270541.0821643,(0.0023626893741765936-0.0071133230272584225j),(-0.01544249178312343-0.0011596325715050558j),(-0.12199225333535653+0.9409487032328663j),(-0.1423431369524857-0.019384641550393978j),(-0.0826070777084738+0.7967872038013111j),(-0.5267075155310542-0.053515490038891333j),(-0.31908283445864666-0.035290433223137754j),(-0.019692587813441038+0.07208074971577749j),(-0.019692587813441735+0.07208074971577744j),(-0.34996781802489324-0.037609698366148143j)
2643286573.1462927,(0.0017654254453773749-0.007276045336823744j),(-0.015503379337767603-0.0005847530256867699j),(-0.0733151626519983+0.9457997044948556j),(-0.14388305853825828-0.012402822555977366j),(-0.04719695155078232+0.7984276766391059j),(-0.530349121082424-0.031618572583081025j),(-0.32161271047257356-0.021425944543842505j),(-0.013059105550607793+0.07368601392787495j),(-0.013059105550608121+0.07368601392787405j),(-0.3526194691481088-0.022595450595215737j)
2651302605.2104206,(0.0011566435650367107-0.007375880383076738j),(-0.015517412242302756-9.248731269095086e-06j),(-0.024473265031500192+0.9481880382714298j),(-0.14469620259813692-0.005302041741658908j),(-0.01188810428391649+0.7991080623238387j),(-0.5320392485302068-0.009537192150464j),(-0.32285031332186903-0.007410368214792468j),(-0.006292580373791537+0.07453998797379585j),(-0.006292580373792173+0.07453998797379575j),(-0.35388513780647446-0.00742886567733051j)
2659318637.274549,(0.000543664456163712-0.00741219033018814j),(-0.01548497679399606+0.0005644772695638134j),(0.024417342785434372+0.9481104717407035j),(-0.14477453118210154+0.0018431010371832983j),(0.023385377636884995+0.7988427673750067j),(-0.5317760605482672+0.012589505097694315j),(-0.3227903190711884+0.006651825797874853j),(0.0005159825742750555+0.07463385218284845j),(0.0005159825742742513+0.07463385218284814j),(-0.3537602726591803+0.00778078033700267j)
2667334669.3386774,(-6.618981187988399e-05-0.007385137248286822j),(-0.015406282943149371+0.0011340660606874425j),(0.07324069086118948+0.9455679170820452j),(-0.14411746747723925+0.00895761038568576j),(0.058689956219002304+0.7976300731682601j),(-0.5295609981012871+0.034622988751873834j),(-0.32143294984611376+0.020656233508092335j),(0.007275367321093631+0.07396892195689245j),(0.007275367321093601+0.07396892195689295j),(-0.35224551573241264+0.02292436562946734j)
2675350701.4028053,(-0.0006656579485561503-0.007295680291791118j),(-0.015281366937737795+0.0016971210061104865j),(0.12188086476978692+0.940565421564818j),(-0.14273189725562896+0.015966804098832926j),(0.09409097817322211+0.795452155174377j),(-0.5253988201208618+0.05642398830846368j),(-0.3187839917505074+0.03449827519753781j),(0.01389494329828219+0.0725566331952206j),(0.01389494329828255+0.07255663319521935j),(-0.3493467256259834+0.03789251720975905j)
2683366733.466934,(-0.0012476027381499721-0.007145574795733689j),(-0.015110109425931093+0.0022511273093990727j),(0.17022193730988391+0.9331122032828534j),(-0.14063211036886936+0.02279701981344582j),(0.1296509836404223+0.7922751000926698j),(-0.5192979767670407+0.07785116311126342j),(-0.31485493414202365+0.048072964152955464j),(0.020285476834730812+0.070418551595092j),(0.020285476834730923+0.07041855159509228j),(-0.3450751529938863+0.05257521877175364j)
2691382765.531062,(-0.0018050776730847845-0.006937372659716889j),(-0.014892269073721653+0.002793374646585991j),(0.21814791143917478+0.9232217314666793j),(-0.13783968225184012+0.02937631601569279j),(0.16542794020997081+0.7880489348590802j),(-0.5112713187406315+0.09875983700367355j),(-0.3096632314225143+0.06127470186309749j),(0.026359985614601445+0.06758639830379978j),(0.026359985614602382+0.06758639830379899j),(-0.3394477695699573+0.06686145115626885j)
