f,S11,S12,S21,S22
57650000.4235,(0.1883031699818866-0.16729118628257195j),(0.11539350799280218-0.08638507806594786j),(0.11539350799280189-0.08638507806594915j),(0.18847293545976052-0.1673654766925126j)
57700000.423,(0.18760687175516902-0.1673622846193238j),(0.1150378451919225-0.08649243376938902j),(0.1150378451919229-0.08649243376938481j),(0.18777664598894314-0.16743731962802466j)
57750000.4225,(0.18690962221784643-0.16743061003252074j),(0.11468109524030624-0.08659845022446618j),(0.11468109524030588-0.0865984502244688j),(0.18707940242929497-0.1675063921330941j)
57800000.422,(0.186211430454376-0.16749615336216875j),(0.11432326116898432-0.08670311785280427j),(0.11432326116898432-0.08670311785280448j),(0.18638121383624742-0.16757268504456593j)
57850000.4215,(0.1855123056233198-0.16755890544935145j),(0.11396434608349365-0.08680642705138127j),(0.11396434608349364-0.08680642705138063j),(0.18568208933921163-0.16763618920013j)
57900000.421,(0.18481225695782355-0.1676188571366864j),(0.11360435316445744-0.08690836819299158j),(0.11360435316445715-0.08690836819299354j),(0.18498203814206915-0.16769689543874727j)
57950000.420499995,(0.18411129376608482-0.1676759992687886j),(0.11324328566817425-0.08700893162669844j),(0.11324328566817403-0.08700893162670043j),(0.18428106952362766-0.16775479460113898j)
58000000.419999994,(0.1834094254318321-0.167730322692747j),(0.11288114692720368-0.08710810767829233j),(0.11288114692720426-0.08710810767828722j),(0.18357919283810972-0.16780987753024407j)
58050000.4195,(0.18270666141479405-0.16778181825859864j),(0.11251794035095024-0.08720588665074656j),(0.11251794035095017-0.0872058866507465j),(0.18287641751564354-0.16786213507167166j)
58100000.419,(0.18200301125119187-0.16783047681980157j),(0.1121536694262485-0.0873022588247255j),(0.11215366942624837-0.08730225882472577j),(0.18217275306270572-0.16791155807423014j)
58150000.4185,(0.18129848455418093-0.16787628923375816j),(0.11178833771794784-0.08739721445904262j),(0.11178833771794812-0.08739721445904025j),(0.1814682090626236-0.16795813739037607j)
58200000.418,(0.1805930910143541-0.16791924636228117j),(0.11142194886949706-0.08749074379115807j),(0.11142194886949688-0.08749074379115887j),(0.18076279517604119-0.16800186387673602j)
58250000.4175,(0.17988684040019567-0.16795933907213048j),(0.11105450660352399-0.08758283703769593j),(0.1110545066035239-0.08758283703769582j),(0.18005652114138837-0.16804272839460327j)
58300000.416999996,(0.17917974255856192-0.16799655823550833j),(0.11068601472242269-0.08767348439493385j),(0.11068601472242208-0.08767348439493697j),(0.17934939677535514-0.16808072181046388j)
58350000.416499995,(0.17847180741514396-0.16803089473059857j),(0.11031647710892997-0.08776267603934135j),(0.11031647710893022-0.08776267603933868j),(0.1786414319733744-0.16811583499649738j)
58400000.416,(0.17776304497493742-0.1680623394420968j),(0.10994589772671146-0.08785040212807968j),(0.1099458977267107-0.08785040212808422j),(0.17793263671007853-0.16814805883112752j)
58450000.4155,(0.1770534653227239-0.16809088326173738j),(0.10957428062093398-0.08793665279957605j),(0.10957428062093355-0.08793665279957827j),(0.1772230210397717-0.16817738419955447j)
58500000.415,(0.17634307862350998-0.1681165170888651j),(0.10920162991885099-0.08802141817402968j),(0.10920162991885139-0.08802141817402731j),(0.17651259509690753-0.16820380199429258j)
58550000.4145,(0.17563189512302138-0.16813923183096968j),(0.10882794983037519-0.0881046883539817j),(0.10882794983037532-0.08810468835398061j),(0.17580136909654653-0.1682273031157357j)
58600000.414,(0.1749199251481461-0.16815901840426564j),(0.10845324464865476-0.0881864534248811j),(0.1084532446486549-0.08818645342488014j),(0.17508935333482534-0.168247878472713j)
58650000.413499996,(0.17420717910741085-0.1681758677342509j),(0.10807751875064932-0.08826670345564382j),(0.10807751875064912-0.08826670345564464j),(0.1743765581894153-0.16826551898306977j)
58700000.412999995,(0.1734936674914293-0.16818977075630825j),(0.10770077659770136-0.08834542849923858j),(0.1077007765977011-0.08834542849923978j),(0.17366299412000116-0.1682802155742242j)
58750000.412499994,(0.17277940087337207-0.16820071841627093j),(0.1073230227361081-0.0884226185932702j),(0.10732302273610783-0.08842261859327182j),(0.17294867166872174-0.16829195918378279j)
58800000.412,(0.17206438990941014-0.16820870167104596j),(0.10694426179768983-0.08849826376058073j),(0.1069442617976901-0.08849826376057884j),(0.1722336014606416-0.1683007407601148j)
58850000.4115,(0.17134864533918617-0.16821371148919406j),(0.10656449850036007-0.0885723540098413j),(0.10656449850035922-0.08857235400984508j),(0.17151779420420496-0.16830655126296545j)
58900000.411,(0.1706321779862554-0.16821573885156454j),(0.10618373764868595-0.08864487933619268j),(0.10618373764868583-0.08864487933619314j),(0.1708012606916928-0.16830938166406204j)
58950000.4105,(0.16991499875854035-0.16821477475191055j),(0.10580198413445908-0.08871582972184042j),(0.10580198413445942-0.08871582972183821j),(0.17008401179966337-0.16830922294775466j)
59000000.41,(0.16919711864878006-0.1682108101975214j),(0.10541924293725134-0.08878519513670063j),(0.1054192429372517-0.08878519513669854j),(0.16936605848942526-0.1683060661116143j)
59050000.409499995,(0.16847854873497115-0.16820383620986668j),(0.10503551912497602-0.08885296553904165j),(0.10503551912497557-0.08885296553904316j),(0.16864741180747023-0.16829990216709287j)
59100000.408999994,(0.1677593001808191-0.16819384382523592j),(0.10465081785444202-0.08891913087613838j),(0.10465081785444269-0.08891913087613537j),(0.16792808288591382-0.16829072214017188j)
59150000.4085,(0.16703938423617903-0.1681808240954038j),(0.10426514437191396-0.08898368108491496j),(0.1042651443719147-0.08898368108491178j),(0.16720808294295963-0.16827851707200064j)
59200000.408,(0.1663188122374789-0.1681647680883039j),(0.10387850401365896-0.08904660609263365j),(0.10387850401365928-0.0890466060926313j),(0.16648742328331895-0.16826327801958021j)
59250000.4075,(0.1655975956081788-0.1681456668886824j),(0.10349090220649465-0.08910789581756241j),(0.10349090220649523-0.08910789581755972j),(0.1657661152986599-0.16824499605642065j)
59300000.407,(0.16487574585918074-0.16812351159881114j),(0.10310234446834092-0.08916754016966442j),(0.1031023444683414-0.08916754016966222j),(0.16504417046803624-0.16822366227323587j)
59350000.4065,(0.1641532745892777-0.16809829333914678j),(0.10271283640875571-0.08922552905129336j),(0.10271283640875517-0.08922552905129529j),(0.16432160035833585-0.16819926777861474j)
59400000.405999996,(0.16343019348556778-0.16807000324906016j),(0.10232238372948013-0.08928185235790757j),(0.10232238372947959-0.08928185235790939j),(0.16359841662467664-0.16817180369975268j)
59450000.405499995,(0.16270651432387676-0.1680386324875367j),(0.10193099222497319-0.08933649997877723j),(0.10193099222497429-0.0893364999787727j),(0.16287463101086555-0.16814126118313j)
59500000.405,(0.16198224896918237-0.1680041722338959j),(0.10153866778294753-0.08938946179770242j),(0.10153866778294762-0.08938946179770169j),(0.16215025534980373-0.1681076313952407j)
59550000.4045,(0.16125740937603383-0.16796661368851662j),(0.10114541638489476-0.08944072769377205j),(0.10114541638489473-0.08944072769377182j),(0.16142530156390825-0.16807090552332266j)
59600000.404,(0.16053200758894923-0.1679259480735878j),(0.10075124410661511-0.0894902875420881j),(0.10075124410661516-0.08949028754208699j),(0.16069978166552334-0.16803107477609086j)
59650000.4035,(0.15980605574284484-0.167882166633833j),(0.10035615711873935-0.0895381312145207j),(0.10035615711873927-0.08953813121452094j),(0.15997370775734113-0.1679881303844745j)
59700000.403,(0.15907956606342286-0.1678352606372879j),(0.09996016168724833-0.08958424858048189j),(0.09996016168724792-0.0895842485804834j),(0.15924709203279652-0.16794206360238934j)
59750000.402499996,(0.1583525508675751-0.16778522137605778j),(0.09956326417398448-0.08962862950769059j),(0.09956326417398391-0.08962862950769282j),(0.15851994677648368-0.16789286570747447j)
59800000.401999995,(0.15762502256378805-0.167732040167085j),(0.09916547103716676-0.08967126386295947j),(0.09916547103716764-0.0896712638629554j),(0.15779228436454673-0.16784052800188393j)
59850000.401499994,(0.15689699365252682-0.1676757083529349j),(0.09876678883189431-0.08971214151297502j),(0.09876678883189453-0.08971214151297384j),(0.15706411726507283-0.16778504181306628j)
59900000.401,(0.15616847672662137-0.16761621730260035j),(0.0983672242106483-0.08975125232512181j),(0.09836722421064747-0.08975125232512501j),(0.15633545803848714-0.16772639849454407j)
59950000.4005,(0.15543948447165723-0.16755355841228303j),(0.09796678392378962-0.0897885861682814j),(0.09796678392378928-0.08978858616828261j),(0.15560631933794153-0.16766458942672446j)
60000000.4,(0.15471002966634545-0.1674877231062215j),(0.0975654748200527-0.08982413291364724j),(0.09756547482005219-0.08982413291364913j),(0.1548767139096844-0.16759960601770302j)
60050000.3995,(0.15398012518289794-0.167418702837504j),(0.09716330384703176-0.08985788243557175j),(0.09716330384703162-0.0898578824355718j),(0.15414665459345075-0.16753143970408108j)
60100000.399,(0.15324978398740755-0.1673464890888902j),(0.09676027805166564-0.08988982461239206j),(0.09676027805166532-0.08988982461239323j),(0.15341615432282385-0.16746008195179593j)
60150000.398499995,(0.1525190191401869-0.16727107337366812j),(0.09635640458071185-0.08991994932729636j),(0.09635640458071235-0.089919949327295j),(0.15268522612560384-0.1673855242569555j)
60200000.397999994,(0.15178784379614776-0.16719244723648777j),(0.09595169068122503-0.08994824646916917j),(0.09595169068122486-0.08994824646916913j),(0.15195388312417288-0.16730775814668436j)
60250000.3975,(0.151056271205145-0.16711060225421984j),(0.09554614370101679-0.08997470593347608j),(0.09554614370101679-0.08997470593347572j),(0.15122213853584165-0.16722677517997997j)
60300000.397,(0.1503243147123245-0.1670255300368253j),(0.09513977108912418-0.0899993176231339j),(0.09513977108912365-0.08999931762313532j),(0.1504900056732028-0.16714256694858456j)
60350000.3965,(0.14959198775845886-0.16693722222823593j),(0.09473258039625986-0.09002207144940945j),(0.09473258039626009-0.09002207144940902j),(0.14975749794449014-0.16705512507783551j)
60400000.396,(0.14885930388029478-0.1668456705072268j),(0.09432457927526668-0.09004295733281091j),(0.09432457927526719-0.09004295733280915j),(0.14902462885388634-0.1669644412275815j)
60450000.3955,(0.14812627671086653-0.16675086658832491j),(0.09391577548156003-0.09006196520400278j),(0.09391577548155923-0.09006196520400478j),(0.14829141200188325-0.16687050709305093j)
60500000.394999996,(0.1473929199798374-0.16665280222269654j),(0.09350617687356161-0.09007908500473133j),(0.0935061768735612-0.09007908500473236j),(0.14755786108559413-0.1667733144057627j)
60550000.394499995,(0.14665924751379564-0.16655146919908098j),(0.09309579141313729-0.09009430668874606j),(0.09309579141313827-0.09009430668874296j),(0.14682398989907977-0.1666728549344355j)
60600000.394,(0.14592527323657756-0.1664468593446996j),(0.09268462716602117-0.09010762022273572j),(0.09268462716602005-0.09010762022273927j),(0.1460898123336523-0.1665691204859162j)
60650000.3935,(0.1451910111695711-0.16633896452618738j),(0.09227269230222737-0.09011901558730075j),(0.0922726923022274-0.09011901558730033j),(0.14535534237819828-0.16646210290609623j)
60700000.393,(0.14445647543200832-0.16622777665053748j),(0.09185999509646987-0.09012848277788242j),(0.09185999509646997-0.0901284827778819j),(0.14462059411945558-0.16635179408086972j)
60750000.3925,(0.14372168024124757-0.16611328766606123j),(0.09144654392856294-0.09013601180575316j),(0.09144654392856219-0.09013601180575544j),(0.1438855817423359-0.16623818593705814j)
60800000.392,(0.14298663991307495-0.16599548956332794j),(0.09103234728381794-0.0901415926989946j),(0.09103234728381863-0.09014159269899265j),(0.14315031953018026-0.16612127044339625j)
60850000.391499996,(0.1422513688619638-0.16587437437614905j),(0.09061741375343678-0.09014521550347193j),(0.09061741375343654-0.0901452155034721j),(0.14241482186506102-0.16600103961147764j)
60900000.390999995,(0.14151588160134534-0.16574993418255562j),(0.09020175203489186-0.09014687028385089j),(0.09020175203489049-0.09014687028385443j),(0.14167910322803964-0.16587748549674386j)
60950000.390499994,(0.14078019274387293-0.16562216110578204j),(0.08978537093230038-0.09014654712460217j),(0.08978537093229949-0.0901465471246047j),(0.1409431781994386-0.16575060019946453j)
61000000.39,(0.1400443170016744-0.16549104731525854j),(0.08936827935679517-0.09014423613101083j),(0.08936827935679448-0.09014423613101291j),(0.14020706145908762-0.16562037586574255j)
61050000.3895,(0.1393082691865874-0.16535658502763448j),(0.08895048632688235-0.09013992743021466j),(0.08895048632688202-0.09013992743021584j),(0.13947076778658407-0.16548680468850485j)
61100000.389,(0.13857206421039905-0.16521876650778422j),(0.08853200096879146-0.09013361117224214j),(0.08853200096879185-0.09013361117224128j),(0.13873431206152156-0.16534987890853028j)
61150000.3885,(0.13783571708509354-0.16507758406981296j),(0.08811283251681995-0.09012527753105226j),(0.08811283251682048-0.0901252775310508j),(0.13799770926373006-0.16520959081546285j)
61200000.388,(0.13709924292303358-0.16493303007813487j),(0.08769299031366712-0.09011491670560409j),(0.08769299031366731-0.09011491670560345j),(0.13726097447349447-0.16506593274884893j)
61250000.387499996,(0.13636265693720317-0.16478509694847304j),(0.08727248381075894-0.09010251892091746j),(0.08727248381075847-0.09010251892091811j),(0.1365241228717678-0.16491889709918486j)
61300000.386999995,(0.13562597444139804-0.16463377714893607j),(0.08685132256856556-0.09008807442915462j),(0.08685132256856598-0.09008807442915348j),(0.13578716974037783-0.1647684763089588j)
61350000.3865,(0.1348892108504094-0.1644790632010789j),(0.08642951625691336-0.09007157351069607j),(0.08642951625691142-0.09007157351070058j),(0.13505013046223296-0.16461466287371135j)
61400000.386,(0.1341523816802391-0.16432094768094824j),(0.08600707465527348-0.09005300647526138j),(0.0860070746552742-0.09005300647525917j),(0.13431302052149566-0.1644574493431165j)
61450000.3855,(0.1334155025482251-0.16415942322020868j),(0.0855840076530666-0.09003236366297881j),(0.08558400765306491-0.09003236366298269j),(0.13357585550377413-0.16429682832204065j)
61500000.385,(0.13267858917325023-0.1639944825071855j),(0.08516032524992444-0.09000963544554587j),(0.08516032524992437-0.09000963544554565j),(0.1328386510962744-0.1641327924716544j)
61550000.3845,(0.1319416573758807-0.16382611828798416j),(0.08473603755597849-0.08998481222730981j),(0.0847360375559784-0.08998481222730964j),(0.1321014230879861-0.16396533451050055j)
61600000.383999996,(0.13120472307850117-0.16365432336759994j),(0.08431115479210652-0.08995788444643667j),(0.08431115479210687-0.089957884446436j),(0.13136418736979846-0.16379444721563033j)
61650000.383499995,(0.13046780230546975-0.16347909061102203j),(0.08388568729018998-0.08992884257603675j),(0.08388568729018964-0.08992884257603789j),(0.1306269599346715-0.1636201234236895j)
61700000.383,(0.12973091118323032-0.16330041294436412j),(0.08345964549335118-0.08989767712532654j),(0.08345964549335072-0.08989767712532773j),(0.1298897568777483-0.16344235603205692j)
61750000.3825,(0.12899406594043125-0.1631182833559935j),(0.08303303995618415-0.08986437864078621j),(0.08303303995618255-0.0898643786407898j),(0.12915259439646998-0.1632611379999791j)
61800000.382,(0.12825728290803265-0.16293269489767417j),(0.08260588134497157-0.0898289377073385j),(0.08260588134497134-0.08982893770733874j),(0.12841548879069906-0.16307646234969836j)
61850000.3815,(0.12752057851938856-0.16274364068572314j),(0.08217818043789817-0.08979134494951849j),(0.08217818043789832-0.08979134494951786j),(0.1276784564628092-0.1628883221676093j)
