f,S11,S12,S21,S22
79900000.20099999,(0.024446961492332785+0.08522642342072452j),(0.017522187090807478+0.051890766121249536j),(0.01752218709080975+0.05189076612124826j),(0.024180923772904022+0.08504983488757349j)
79950000.2005,(0.024897089883953435+0.08597712979410102j),(0.017830893527310442+0.05232567686387294j),(0.01783089352731685+0.052325676863869165j),(0.024630088001361936+0.08580193534319133j)
80000000.2,(0.025350847115050923+0.0867250052883596j),(0.018141894323653398+0.05275836733590343j),(0.018141894323650914+0.052758367335904895j),(0.0250828902000427+0.08655121063037438j)
80050000.1995,(0.02580821089725433+0.0874700307869954j),(0.018455169893236825+0.05318882410207832j),(0.018455169893241672+0.05318882410207546j),(0.025539308117149728+0.08729764155642884j)
80100000.199,(0.026269158835625497+0.08821218739280871j),(0.018770700567412934+0.053617033933942945j),(0.018770700567417014+0.05361703393394051j),(0.02599931939353306+0.08804120914773683j)
80150000.19849999,(0.026733668431252744+0.08895145642839115j),(0.019088466597976965+0.054042983810248246j),(0.019088466597973176+0.05404298381025048j),(0.026462901565285916+0.08878189465024942j)
80200000.198,(0.027201717083831515+0.0896878194365694j),(0.019408448159687647+0.05446666091729103j),(0.0194084481596843+0.054466660917292985j),(0.026930032066320806+0.08951967952994463j)
80250000.19749999,(0.02767328209425014+0.09042125818081703j),(0.019730625352814682+0.05488805264920155j),(0.019730625352808614+0.05488805264920514j),(0.027400688230957527+0.09025454547324269j)
80300000.197,(0.028148340667159773+0.0911517546456395j),(0.020054978205621157+0.055307146608237774j),(0.02005497820562174+0.05530714660823719j),(0.027874847296490198+0.09098647438740393j)
80350000.1965,(0.028626869913558374+0.09187929103690899j),(0.020381486676909293+0.05572393060499792j),(0.020381486676905272+0.05572393060500035j),(0.028352486405772388+0.09171544840087022j)
80400000.196,(0.029108846853349277+0.09260384978217695j),(0.020710130658478067+0.0561383926586542j),(0.020710130658474473+0.05613839265865647j),(0.028833582609776556+0.09244144986359527j)
80450000.1955,(0.02959424841791371+0.09332541353095584j),(0.02104088997766647+0.056550520997099646j),(0.02104088997766435+0.056550520997101054j),(0.029318112870163074+0.09316446134732272j)
80500000.195,(0.03008305145266153+0.09404396515494941j),(0.021373744399823112+0.05696030405709317j),(0.021373744399825083+0.05696030405709193j),(0.02980605406183576+0.0938844656458377j)
80550000.1945,(0.03057523271959083+0.09475948774827053j),(0.021708673630798904+0.05736773048436282j),(0.02170867363080075+0.05736773048436162j),(0.030297382975496723+0.09460144577518531j)
80600000.19399999,(0.031070768899823915+0.0954719646276115j),(0.02204565731942814+0.05777278913367605j),(0.022045657319427477+0.05777278913367666j),(0.030792076320185012+0.09531538497385442j)
80650000.1935,(0.031569636596153965+0.09618137933238737j),(0.02238467505999277+0.058175469068881706j),(0.02238467505999092+0.058175469068882935j),(0.03129011072582506+0.09602626670293266j)
80700000.193,(0.032071812335574615+0.09688771562484261j),(0.022725706394696565+0.05857575956290764j),(0.02272570639469537+0.05857575956290856j),(0.03179146274575433+0.0967340746462149j)
80750000.1925,(0.03257727257179855+0.09759095749013089j),(0.023068730816113624+0.0589736500977396j),(0.023068730816113655+0.058973650097739486j),(0.03229610885924241+0.09743879271029816j)
80800000.192,(0.033085993687773506+0.09829108913635834j),(0.023413727769641415+0.05936913036436044j),(0.023413727769641395+0.05936913036436018j),(0.03280402547401237+0.09814040502463424j)
80850000.1915,(0.033597951998190836+0.09898809499459262j),(0.02376067665592727+0.05976219026266099j),(0.023760676655930228+0.05976219026265896j),(0.033315188928742204+0.09883889594154302j)
80900000.191,(0.03411312375197817+0.09968195971884902j),(0.024109556833312496+0.06015281990131501j),(0.024109556833314224+0.06015281990131385j),(0.03382957549556564+0.09953425003620973j)
80950000.19049999,(0.034631485134784826+0.10037266818603174j),(0.024460347620231884+0.06054100959763008j),(0.024460347620229025+0.06054100959763195j),(0.03434716138255586+0.10022645210664008j)
81000000.19,(0.03515301227146535+0.10106020549585716j),(0.02481302829762913+0.060926749877363184j),(0.024813028297622334+0.060926749877368014j),(0.034867922736209186+0.10091548717358369j)
81050000.1895,(0.03567768122853291+0.10174455697073957j),(0.025167578111348482+0.06131003147450807j),(0.025167578111345307+0.06131003147451059j),(0.03539183564390308+0.10160134048043863j)
81100000.189,(0.03620546801662508+0.10242570815564493j),(0.02552397627452769+0.061690845331042576j),(0.025523976274532914+0.06169084533103877j),(0.03591887613635921+0.10228399749310389j)
81150000.1885,(0.03673634859293996+0.10310364481791755j),(0.025882201969970393+0.06206918259665422j),(0.02588220196997174+0.06206918259665293j),(0.03644902019008478+0.10296344389982227j)
81200000.188,(0.0372702988636714+0.10377835294707993j),(0.026242234352482286+0.06244503462845534j),(0.026242234352487726+0.062445034628450954j),(0.03698224372980589+0.10363966561098384j)
81250000.1875,(0.03780729468642057+0.10444981875458716j),(0.02660405255125235+0.0628183929906196j),(0.026604052551253213+0.06281839299061868j),(0.03751852263088714+0.10431264875889884j)
81300000.18699999,(0.03834731187261877+0.10511802867358137j),(0.026967635672157524+0.06318924945404765j),(0.02696763567215625+0.06318924945404841j),(0.038057832721744275+0.10498237969754103j)
81350000.1865,(0.03889032618989567+0.10578296935857723j),(0.027332962800100807+0.06355759599595721j),(0.027332962800106227+0.06355759599595259j),(0.03860014978623312+0.10564884500227043j)
81400000.18599999,(0.039436313364484755+0.10644462768516216j),(0.027700013001322573+0.06392342479946204j),(0.027700013001324873+0.06392342479946007j),(0.039145449566035245+0.10631203146951078j)
81450000.1855,(0.03998524908356876+0.10710299074963293j),(0.028068765325672197+0.06428672825314172j),(0.028068765325673786+0.06428672825314063j),(0.039693707763023216+0.10697192611641883j)
81500000.185,(0.040537108997647016+0.10775804586861938j),(0.028439198808902468+0.06464749895055048j),(0.028439198808903363+0.0646474989505498j),(0.0402449000416232+0.1076285161805068j)
81550000.1845,(0.04109186872286365+0.1084097805786855j),(0.02881129247492997+0.06500572968971945j),(0.02881129247493361+0.06500572968971656j),(0.040799002031143165+0.10828178911924921j)
81600000.184,(0.04164950384333539+0.10905818263588908j),(0.02918502533808479+0.0653614134726239j),(0.0291850253380882+0.0653614134726208j),(0.04135598932810778+0.10893173260965655j)
81650000.18349999,(0.042209989913458236+0.10970324001532758j),(0.029560376405338627+0.06571454350463174j),(0.02956037640533906+0.06571454350463103j),(0.04191583749856539+0.10957833454782566j)
81700000.183,(0.04277330246019662+0.1103449409106454j),(0.02993732467851917+0.0660651131939197j),(0.029937324678520543+0.0660651131939186j),(0.042478522080380256+0.11022158304845704j)
81750000.18249999,(0.04333941698536313+0.11098327373352564j),(0.03031584915652619+0.06641311615085602j),(0.03031584915652192+0.06641311615085975j),(0.04304401858551605+0.11086146644435557j)
81800000.182,(0.043908308967878194+0.1116182271131511j),(0.030695928837487244+0.06675854618738673j),(0.030695928837488323+0.0667585461873861j),(0.04361230250229661+0.11149797328589674j)
81850000.1815,(0.04447995386601428+0.11224978989563492j),(0.031077542720962532+0.06710139731634454j),(0.031077542720966137+0.06710139731634135j),(0.04418334929765445+0.11213109234046591j)
81900000.181,(0.04505432711962661+0.11287795114343545j),(0.0314606698100659+0.06744166375078986j),(0.031460669810066975+0.06744166375078879j),(0.04475713441936388+0.11276081259188371j)
81950000.1805,(0.04563140415235768+0.11350270013474084j),(0.03184528911360382+0.06777933990329836j),(0.03184528911360685+0.0677793399032954j),(0.04533363329824861+0.11338712323979545j)
82000000.17999999,(0.046211160373829656+0.1141240263628258j),(0.03223137964820354+0.06811442038521137j),(0.032231379648201955+0.06811442038521286j),(0.04591282135037927+0.11401001369903738j)
82050000.1795,(0.0467935711818328+0.11474191953539387j),(0.0326189204403899+0.06844690000590418j),(0.03261892044038769+0.06844690000590625j),(0.04649467397926011+0.11462947359898477j)
82100000.17899999,(0.0473786119644678+0.11535636957388572j),(0.033007890528687245+0.06877677377198085j),(0.03300789052867983+0.06877677377198746j),(0.04707916657798308+0.11524549278287147j)
82150000.1785,(0.04796625810229481+0.115967366612768j),(0.03339826896565756+0.06910403688649057j),(0.033398268965651734+0.06910403688649583j),(0.04766627453137171+0.11585806130708251j)
82200000.178,(0.048556484970453194+0.11657490099880492j),(0.03379003481996265+0.06942868474808775j),(0.033790034819959555+0.06942868474809057j),(0.04825597321811056+0.11646716944043548j)
82250000.1775,(0.049149267940764914+0.11717896329029798j),(0.034183167178380054+0.06975071295018814j),(0.03418316717837488+0.06975071295019292j),(0.04884823801284701+0.11707280766342439j)
82300000.177,(0.049744582383819125+0.1177795442563036j),(0.0345776451477968+0.07007011728010766j),(0.034577645147796834+0.07007011728010762j),(0.0494430442882891+0.11767496666745364j)
82350000.1765,(0.05034240367103772+0.11837663487584435j),(0.03497344785721764+0.07038689371815161j),(0.03497344785721605+0.07038689371815325j),(0.05004036741725815+0.11827363735403976j)
82400000.176,(0.050942707176722626+0.11897022633707328j),(0.03537055445970558+0.07070103843672328j),(0.03537055445970227+0.07070103843672625j),(0.05064018277475794+0.11886881083400146j)
82450000.17549999,(0.05154546828008221+0.11956031003643851j),(0.03576894413433922+0.07101254779937961j),(0.03576894413433928+0.0710125477993794j),(0.05124246573999562+0.1194604784266203j)
82500000.175,(0.052150662367234035+0.1201468775778212j),(0.03616859608814531+0.0713214183598733j),(0.03616859608814432+0.07132141835987417j),(0.05184719169839038+0.12004863165878907j)
82550000.1745,(0.05275826483320486+0.12072992077164528j),(0.03656948955798705+0.07162764686119322j),(0.03656948955798817+0.07162764686119208j),(0.05245433604357512+0.12063326226412517j)
82600000.174,(0.053368251083883836+0.12130943163397702j),(0.03697160381246856+0.0719312302345527j),(0.036971603812467994+0.0719312302345533j),(0.053063874179357075+0.12121436218208159j)
82650000.1735,(0.05398059653798522+0.12188540238560076j),(0.037374918153775666+0.07223216559840358j),(0.03737491815378226+0.07223216559839685j),(0.0536757815216863+0.12179192355702848j)
82700000.173,(0.05459527662895757+0.1224578254510768j),(0.03777941191955474+0.07253045025736671j),(0.03777941191955746+0.07253045025736377j),(0.05429003350056309+0.12236593873731473j)
82750000.1725,(0.055212266806909355+0.12302669345778057j),(0.0381850644846945+0.07282608170122741j),(0.0381850644846955+0.07282608170122636j),(0.05490660556197206+0.122936400274315j)
82800000.17199999,(0.05583154254048089+0.12359199923491995j),(0.038591855263156005+0.07311905760383917j),(0.03859185526315764+0.07311905760383729j),(0.05552547316976144+0.12350330092145864j)
82850000.1715,(0.05645307931871841+0.124153735812539j),(0.038999763709750494+0.07340937582204037j),(0.038999763709751244+0.07340937582203946j),(0.05614661180751502+0.12406663363323128j)
82900000.171,(0.05707685265291441+0.12471189642050509j),(0.03940876932188879+0.07369703439456449j),(0.039408769321886285+0.07369703439456719j),(0.05676999698039946+0.12462639156417284j)
82950000.1705,(0.057702838078432045+0.12526647448747064j),(0.03981885164132354+0.07398203154091762j),(0.03981885164132283+0.07398203154091837j),(0.05739560421699693+0.12518256806784817j)
83000000.17,(0.058331011156508156+0.1258174636398283j),(0.04022999025587281+0.07426436566023663j),(0.04022999025587773+0.07426436566023134j),(0.0580234090711121+0.125735156695804j)
83050000.1695,(0.058961347476034764+0.12636485770064626j),(0.040642164801111+0.07454403533014042j),(0.04064216480111678+0.07454403533013368j),(0.058653387123548284+0.12628415119651085j)
83100000.169,(0.059593822655316896+0.12690865068858065j),(0.0410553549620383+0.07482103930556627j),(0.04105535496203854+0.07482103930556613j),(0.05928551398388314+0.12682954551428222j)
83150000.16849999,(0.06022841234380739+0.1274488368167853j),(0.0414695404747312+0.07509537651759747j),(0.04146954047473025+0.0750953765175985j),(0.05991976529220626+0.127371333788194j)
83200000.168,(0.06086509222383718+0.12798541049178971j),(0.0418847011279763+0.07536704607224977j),(0.041884701127977576+0.07536704607224828j),(0.06055611672084701+0.12790951035096315j)
83250000.1675,(0.06150383801229013+0.1285183663123838j),(0.042300816764882315+0.07563604724926411j),(0.04230081676488441+0.07563604724926169j),(0.06119454397605799+0.12844406972783723j)
83300000.167,(0.06214462546228955+0.1290476990684633j),(0.04271786728445638+0.0759023795008874j),(0.0427178672844561+0.07590237950088738j),(0.06183502279971252+0.1289750066354531j)
83350000.1665,(0.0627874303648464+0.12957340373988308j),(0.043135832643168455+0.07616604245063492j),(0.043135832643168094+0.07616604245063513j),(0.062477528970948805+0.12950231598068807j)
83400000.166,(0.06343222855048679+0.13009547549528663j),(0.043554692856492584+0.07642703589203578j),(0.043554692856495866+0.07642703589203169j),(0.06312203830780479+0.13002599285949726j)
83450000.1655,(0.06407899589086404+0.13061390969091505j),(0.043974428000433476+0.07668535978735935j),(0.04397442800043493+0.07668535978735741j),(0.0637685266688407+0.13054603255573058j)
83500000.16499999,(0.0647277083003303+0.131128701869419j),(0.044395018213006+0.0769410142663547j),(0.044395018213007315+0.07694101426635286j),(0.06441696995471058+0.13106243053994718j)
83550000.1645,(0.06537834173751847+0.13163984775864954j),(0.04481644369572356+0.07719399962495177j),(0.04481644369572585+0.07719399962494891j),(0.06506734410975284+0.1315751824682131j)
83600000.16399999,(0.06603087220686618+0.13214734327043434j),(0.04523868471504131+0.07744431632395743j),(0.04523868471504266+0.07744431632395568j),(0.06571962512351458+0.13208428418088067j)
83650000.1635,(0.0666852757601444+0.1326511844993459j),(0.04566172160378699+0.07769196498774936j),(0.04566172160378519+0.07769196498775165j),(0.06637378903228858+0.13258973170136348j)
83700000.163,(0.06734152849795148+0.13315136772146152j),(0.04608553476256346+0.07793694640295491j),(0.04608553476255943+0.0779369464029604j),(0.06702981192061429+0.13309152123490087j)
83750000.1625,(0.06799960657117937+0.1336478893931003j),(0.046510104661133075+0.07817926151711257j),(0.046510104661132354+0.0781792615171135j),(0.06768766992275597+0.13358964916730448j)
83800000.162,(0.06865948618248341+0.13414074614957247j),(0.04693541183978735+0.0784189114373221j),(0.04693541183978775+0.07841891143732152j),(0.06834733922415083+0.13408411206369839j)
83850000.16149999,(0.06932114358768995+0.13462993480388333j),(0.04736143691067073+0.07865589742890022j),(0.04736143691067061+0.07865589742890018j),(0.06900879606285888+0.13457490666724656j)
83900000.161,(0.06998455509721899+0.1351154523454667j),(0.047788160559102316+0.07889022091401811j),(0.047788160559101976+0.07889022091401836j),(0.0696720167309644+0.13506202989787616j)
83950000.16049999,(0.07064969707746185+0.135597295938877j),(0.048215563544866+0.07912188347032552j),(0.04821556354487301+0.07912188347031616j),(0.07033697757596853+0.1355454788509815j)
84000000.16,(0.0713165459521464+0.13607546292249179j),(0.04864362670349305+0.07935088682955838j),(0.04864362670349893+0.0793508868295502j),(0.07100365500216521+0.13602525079613062j)
84050000.1595,(0.07198507820367578+0.13654995080719565j),(0.049072330947489355+0.07957723287617063j),(0.04907233094749201+0.07957723287616683j),(0.07167202547197046+0.13650134317574916j)
84100000.159,(0.07265527037444505+0.13702075727505678j),(0.04950165726756956+0.07980092364592714j),(0.049501657267571664+0.079800923645924j),(0.07234206550726528+0.13697375360380742j)
84150000.1585,(0.07332709906814294+0.13748788017800373j),(0.04993158673386471+0.08002196132449191j),(0.04993158673386246+0.08002196132449478j),(0.07301375169067978+0.13744247986449443j)
84200000.15799999,(0.07400054095101467+0.13795131753647785j),(0.05036210049708747+0.08024034824603143j),(0.050362100497090445+0.08024034824602704j),(0.07368706066688241+0.1379075199108827j)
84250000.1575,(0.07467557275312077+0.13841106753809995j),(0.05079317978971301+0.08045608689176852j),(0.05079317978971409+0.08045608689176698j),(0.07436196914383456+0.13836887186359184j)
84300000.15699999,(0.07535217126956587+0.13886712853630612j),(0.05122480592708868+0.0806691798885843j),(0.0512248059270857+0.08066917988858881j),(0.07503845389402353+0.13882653400943173j)
84350000.1565,(0.07603031336170553+0.1393194990490008j),(0.05165696030855424+0.08087963000757988j),(0.05165696030855173+0.08087963000758334j),(0.07571649175567582+0.13928050480005685j)
84400000.156,(0.07670997595831949+0.13976817775718156j),(0.0520896244185385+0.08108744016262429j),(0.05208962441854056+0.08108744016262108j),(0.07639605963394454+0.1397307828506016j)
84450000.1555,(0.07739113605679349+0.1402131635035746j),(0.05252277982762535+0.08129261340891497j),(0.05252277982762552+0.08129261340891447j),(0.07707713450208631+0.14017736693830926j)
84500000.155,(0.07807377072424329+0.14065445529125545j),(0.052956408193587844+0.08149515294154369j),(0.05295640819358439+0.08149515294154881j),(0.07775969340259277+0.1406202560011643j)
84550000.1545,(0.07875785709864601+0.141092052282265j),(0.053390491262419036+0.08169506209403235j),(0.05339049126241639+0.08169506209403622j),(0.07844371344833462+0.14105944913650814j)
84600000.154,(0.07944337238992323+0.14152595379622623j),(0.05382501086933486+0.08189234433687076j),(0.053825010869336984+0.0818923443368672j),(0.0791291718236465+0.14149494559966289j)
84650000.15349999,(0.08013029388103143+0.14195615930894814j),(0.054259948939752+0.08208700327605328j),(0.05425994893975633+0.0820870032760464j),(0.07981604578541732+0.14192674480253345j)
84700000.153,(0.08081859892900493+0.14238266845103054j),(0.05469528749023979+0.08227904265162016j),(0.05469528749024327+0.08227904265161447j),(0.08050431266414886+0.142354846312219j)
84750000.1525,(0.08150826496598651+0.14280548100646534j),(0.0551310086294557+0.08246846633618693j),(0.055131008629457814+0.08246846633618399j),(0.0811939498649887+0.1427792498496188j)
84800000.152,(0.0821992695002429+0.14322459691123207j),(0.05556709455906469+0.08265527833346245j),(0.05556709455906167+0.08265527833346731j),(0.08188493486874567+0.143199955288026j)
84850000.1515,(0.08289159011715144+0.14364001625188655j),(0.056003527574615276+0.0828394827767902j),(0.05600352757461419+0.08283948277679172j),(0.08257724523289492+0.14361696265172472j)
84900000.151,(0.08358520448017212+0.14405173926415135j),(0.05644029006643063+0.08302108392763985j),(0.05644029006643041+0.08302108392763988j),(0.08327085859253901+0.14403027211457903j)
84950000.1505,(0.08428009033178056+0.14445976633150795j),(0.05687736452044126+0.08320008617414862j),(0.0568773645204387+0.08320008617415264j),(0.08396575266136166+0.1444398839986305j)
85000000.14999999,(0.08497622549440076+0.14486409798377026j),(0.05731473351901023+0.08337649402963743j),(0.057314733519009585+0.08337649402963866j),(0.08466190523256477+0.14484579877267487j)
85050000.1495,(0.08567358787131654+0.14526473489567557j),(0.057752379741748266+0.08355031213111336j),(0.057752379741749335+0.08355031213111157j),(0.08535929417977113+0.14524801705085258j)
85100000.149,(0.08637215544753968+0.14566167788545661j),(0.058190285966291555+0.0837215452377872j),(0.0581902859662917+0.0837215452377869j),(0.08605789745791598+0.14564653959122728j)
85150000.1485,(0.0870719062906782+0.14605492791342337j),(0.05862843506906118+0.0838901982295935j),(0.05862843506906092+0.08389019822959401j),(0.08675769310411563+0.14604136729436829j)
85200000.148,(0.08777281855177646+0.1464444860805413j),(0.0590668100260119+0.0840562761056938j),(0.05906681002601156+0.0840562761056943j),(0.08745865923851144+0.14643250120193177j)
85250000.1475,(0.08847487046614518+0.1468303536270006j),(0.05950539391334526+0.0842197839829881j),(0.05950539391334671+0.0842197839829859j),(0.08816077406509427+0.1468199424952275j)
85300000.147,(0.08917804035413977+0.14721253193079667j),(0.05994416990822183+0.08438072709461997j),(0.059944169908218714+0.08438072709462552j),(0.08886401587251833+0.14720369249381446j)
85350000.14649999,(0.08988230662195576+0.14759102250630118j),(0.06038312128941916+0.08453911078850669j),(0.06038312128941618+0.08453911078851234j),(0.08956836303487536+0.147583752654059j)
85400000.146,(0.09058764776239094+0.14796582700283253j),(0.06082223143801077+0.08469494052582827j),(0.0608222314380126+0.08469494052582456j),(0.09027379401247868+0.14796012456771837j)
85450000.14549999,(0.09129404235557205+0.14833694720324161j),(0.06126148383800139+0.08484822187953547j),(0.06126148383800344+0.08484822187953149j),(0.09098028735257432+0.14833280996052073j)
85500000.145,(0.09200146906967964+0.14870438502247016j),(0.06170086207693591+0.08499896053287909j),(0.06170086207693362+0.08499896053288335j),(0.09168782169010226+0.14870181069073116j)
85550000.1445,(0.09270990666164879+0.14906814250613434j),(0.06214034984649694+0.08514716227792497j),(0.062140349846494435+0.08514716227792984j),(0.09239637574838079+0.14906712874773642j)
85600000.144,(0.09341933397784286+0.1494282218291005j),(0.06257993094309475+0.08529283301404554j),(0.06257993094309326+0.08529283301404832j),(0.09310592833979583+0.14942876625061868j)
85650000.1435,(0.09412972995472303+0.14978462529405587j),(0.06301958926841794+0.08543597874644768j),(0.06301958926841755+0.08543597874644836j),(0.09381645836646593+0.14978672544673255j)
85700000.14299999,(0.09484107361947808+0.1501373553300901j),(0.06345930882997104+0.0855766055846917j),(0.06345930882997108+0.08557660558469114j),(0.0945279448208936+0.15014100871028566j)
85750000.1425,(0.0955533440906512+0.15048641449127467j),(0.06389907374159413+0.0857147197412107j),(0.06389907374159695+0.08571471974120452j),(0.09524036678658195+0.1504916185409201j)
85800000.14199999,(0.09626652057874391+0.15083180545523978j),(0.0643388682239674+0.08585032752981875j),(0.06433886822396816+0.08585032752981761j),(0.09595370343865521+0.150838557562291j)
85850000.1415,(0.09698058238678875+0.15117353102176292j),(0.06477867660508192+0.08598343536425881j),(0.06477867660508+0.08598343536426288j),(0.09666793404443604+0.15118182852065765j)
85900000.141,(0.09769550891092532+0.15151159411134613j),(0.06521848332070702+0.08611404975671028j),(0.06521848332070368+0.08611404975671728j),(0.0973830379640231+0.15152143428346018j)
85950000.1405,(0.09841127964093815+0.15184599776381094j),(0.06565827291483212+0.08624217731632677j),(0.06565827291483164+0.08624217731632762j),(0.09809899465083591+0.15185737783791775j)
86000000.14,(0.09912787416078578+0.15217674513688415j),(0.06609803004009357+0.0863678247477549j),(0.06609803004009308+0.08636782474775599j),(0.09881578365214994+0.15218966228961356j)
86050000.13949999,(0.09984527214911144+0.15250383950479166j),(0.06653773945817222+0.08649099884969232j),(0.06653773945817135+0.08649099884969416j),(0.09953338460961617+0.15251829086109087j)
86100000.139,(0.1005634533797319+0.1528272842568522j),(0.06697738604018277+0.08661170651341404j),(0.06697738604018301+0.08661170651341417j),(0.1002517772597474+0.1528432668904493j)
86150000.13849999,(0.10128239772210035+0.1531470828960842j),(0.06741695476704745+0.08672995472131369j),(0.06741695476704677+0.08672995472131496j),(0.10097094143440052+0.15316459382994962j)
86200000.138,(0.1020020851417799+0.15346323903779477j),(0.06785643072983587+0.08684575054546118j),(0.06785643072983653+0.08684575054545941j),(0.10169085706124098+0.15348227524460664j)
86250000.1375,(0.10272249570085905+0.1537757564082034j),(0.06829579913010889+0.08695910114614262j),(0.06829579913010886+0.08695910114614183j),(0.10241150416417515+0.15379631481081213j)
86300000.137,(0.10344360955839205+0.15408463884303522j),(0.06873504528022069+0.08707001377043079j),(0.06873504528022355+0.08707001377042353j),(0.10313286286378692+0.15410671631493056j)
86350000.1365,(0.1041654069707808+0.15438989028615072j),(0.0691741546036328+0.0871784957507205j),(0.06917415460363269+0.08717849575072026j),(0.10385491337773174+0.15441348365192556j)
86400000.13599999,(0.10488786829216816+0.1546915147881529j),(0.06961311263517111+0.08728455450333192j),(0.06961311263517207+0.08728455450332993j),(0.10457763602113593+0.15471662082397208j)
86450000.1355,(0.10561097397480776+0.15498951650501655j),(0.07005190502130942+0.08738819752704426j),(0.07005190502130866+0.08738819752704605j),(0.10530101120697008+0.1550161319390871j)
86500000.13499999,(0.10633470456941282+0.15528389969671447j),(0.07049051752040034+0.08748943240169793j),(0.07049051752040077+0.08748943240169582j),(0.10602501944639994+0.15531202120975046j)
86550000.1345,(0.10705904072548733+0.15557466872584946j),(0.07092893600291282+0.08758826678675256j),(0.07092893600291329+0.08758826678675072j),(0.10674964134912529+0.15560429295154343j)
86600000.134,(0.10778396319164284+0.15586182805629614j),(0.07136714645163802+0.08768470841989341j),(0.0713671464516378+0.08768470841989352j),(0.1074748576237059+0.155892951581787j)
86650000.1335,(0.10850945281590767+0.1561453822518358j),(0.07180513496188709+0.08777876511561503j),(0.0718051349618861+0.08777876511561762j),(0.10820064907787734+0.15617800161818035j)
86700000.133,(0.1092354905459996+0.15642533597481456j),(0.07224288774167005+0.08787044476381839j),(0.07224288774166833+0.08787044476382348j),(0.10892699661881632+0.15645944767745762j)
86750000.1325,(0.10996205742960265+0.15670169398478734j),(0.07268039111185481+0.08795975532842255j),(0.07268039111185448+0.08795975532842268j),(0.10965388125344645+0.1567372944740306j)
86800000.132,(0.11068913461462294+0.156974461137186j),(0.07311763150632451+0.08804670484595255j),(0.0731176315063231+0.08804670484595647j),(0.11038128408866511+0.15701154681865995j)
86850000.13149999,(0.11141670334941411+0.157243642381981j),(0.07355459547209431+0.0881313014241933j),(0.07355459547209439+0.088131301424193j),(0.11110918633161468+0.15728220961711425j)
86900000.131,(0.11214474498302272+0.15750924276234637j),(0.07399126966943793+0.08821355324077426j),(0.07399126966943688+0.08821355324077684j),(0.11183756928989076+0.1575492878688411j)
86950000.1305,(0.11287324096535775+0.15777126741335087j),(0.07442764087198134+0.08829346854182929j),(0.07442764087198135+0.08829346854182922j),(0.11256641437176393+0.157812786665648j)
87000000.13,(0.11360217284742255+0.15802972156062808j),(0.07486369596679134+0.08837105564061237j),(0.07486369596679135+0.08837105564061234j),(0.11329570308637346+0.15807271119038185j)
87050000.1295,(0.11433152228146547+0.15828461051907752j),(0.07529942195444353+0.08844632291615365j),(0.07529942195444364+0.08844632291615317j),(0.11402541704390969+0.15832906671562408j)
87100000.129,(0.1150612710211561+0.15853593969154953j),(0.07573480594907701+0.08851927881190372j),(0.07573480594907712+0.0885192788119031j),(0.11475553795578373+0.1585818586023787j)
87150000.1285,(0.1157914009217217+0.15878371456756016j),(0.07616983517843773+0.08858993183439175j),(0.07616983517843688+0.08858993183439409j),(0.11548604763477513+0.15883109229878734j)
87200000.12799999,(0.11652189394008908+0.15902794072199514j),(0.07660449698389889+0.08865829055189786j),(0.07660449698389755+0.08865829055190182j),(0.11621692799517855+0.15907677333882958j)
87250000.1275,(0.11725273213500693+0.15926862381382492j),(0.07703877882047636+0.08872436359311599j),(0.07703877882047548+0.08872436359311917j),(0.11694816105292409+0.1593189073410393j)
87300000.127,(0.11798389766713305+0.15950576958483553j),(0.07747266825682783+0.08878815964583552j),(0.07747266825682592+0.0887881596458406j),(0.11767972892568289+0.1595575000072374j)
87350000.1265,(0.11871537279915167+0.1597393838583546j),(0.07790615297523144+0.08884968745563872j),(0.07790615297523136+0.08884968745563898j),(0.11841161383297386+0.15979255712125556j)
87400000.126,(0.11944713989583566+0.15996947253799024j),(0.07833922077155989+0.08890895582458185j),(0.07833922077156112+0.08890895582457667j),(0.11914379809624362+0.1600240845476708j)
87450000.1255,(0.12017918142410865+0.1601960416063792j),(0.0787718595552376+0.08896597360990013j),(0.07877185955523706+0.08896597360990234j),(0.11987626413892444+0.16025208823056308j)
87500000.125,(0.1209114799531087+0.16041909712393856j),(0.07920405734917559+0.08902074972274618j),(0.07920405734917592+0.08902074972274479j),(0.12060899448651471+0.1604765741922549j)
87550000.12449999,(0.12164401815422192+0.16063864522762555j),(0.07963580228971315+0.08907329312686359j),(0.07963580228971122+0.08907329312687054j),(0.12134197176660125+0.16069754853207951j)
87600000.124,(0.12237677880110204+0.16085469212971107j),(0.08006708262652383+0.0891236128373675j),(0.08006708262652473+0.08912361283736388j),(0.12207517870890085+0.1609150174251484j)
87650000.12349999,(0.12310974476969248+0.16106724411655085j),(0.08049788672253266+0.08917171791941751j),(0.0804978867225316+0.08917171791942127j),(0.12280859814526901+0.16112898712112397j)
87700000.123,(0.12384289903822375+0.1612763075473745j),(0.08092820305379105+0.08921761748703527j),(0.08092820305379114+0.08921761748703479j),(0.12354221300971804+0.1613394639430074j)
87750000.1225,(0.12457622468719952+0.1614818888530727j),(0.08135802020937213+0.08926132070179253j),(0.08135802020937212+0.08926132070179263j),(0.12427600633840033+0.16154645428592562j)
87800000.122,(0.12530970489937232+0.16168399453500346j),(0.08178732689122777+0.0893028367716133j),(0.08178732689122711+0.08930283677161574j),(0.12500996126959793+0.16174996461593558j)
